sample	xhet	inferred	supplied
sample_04605	0.011208	NA	1
sample_04606	0.008556	NA	1
sample_04607	0.241776	NA	2
sample_04608	0.115381	NA	1
sample_04609	0.225506	NA	2
sample_04610	0.012858	NA	1
sample_04611	0.195032	NA	2
sample_04612	0.009281	NA	1
sample_04613	0.009653	NA	1
sample_04614	0.236253	NA	2
sample_04615	0.271365	NA	2
sample_04616	0.278508	NA	2
sample_04617	0.220269	NA	2
sample_04618	0.009338	NA	1
sample_04619	0.23168	NA	2
sample_04620	0.011193	NA	1
sample_04621	0.010744	NA	1
sample_04622	0.111271	NA	2
sample_04623	0.285933	NA	2
sample_04624	0.011728	NA	1
sample_04625	0.010628	NA	1
sample_04626	0.011108	NA	1
sample_04627	0.011683	NA	1
sample_04628	0.305595	NA	2
sample_04629	0.008211	NA	1
sample_04630	0.00888	NA	1
sample_04631	0.275747	NA	2
sample_04632	0.00882	NA	1
sample_04633	0.009358	NA	1
sample_04634	0.107033	NA	1
sample_04635	0.199569	NA	2
sample_04636	0.223952	NA	2
sample_04637	0.203637	NA	2
sample_04638	0.266336	NA	2
sample_04639	0.263255	NA	2
sample_04640	0.115819	NA	1
sample_04641	0.224832	NA	2
sample_04642	0.00779	NA	1
sample_04643	0.00819	NA	1
sample_04644	0.01136	NA	1
sample_04645	0.268314	NA	2
sample_04646	0.24071	NA	2
sample_04647	0.26079	NA	2
sample_04648	0.009964	NA	1
sample_04649	0.009212	NA	1
sample_04650	0.256123	NA	2
sample_04651	0.235904	NA	2
sample_04652	0.243572	NA	2
sample_04653	0.00898	NA	1
sample_04654	0.008689	NA	1
sample_04655	0.010449	NA	1
sample_04656	0.256396	NA	2
sample_04657	0.009929	NA	1
sample_04658	0.009	NA	1
sample_04659	0.286234	NA	2
sample_04660	0.240451	NA	2
sample_04661	0.328892	NA	2
sample_04662	0.012329	NA	1
sample_04663	0.011429	NA	1
sample_04664	0.009733	NA	1
sample_04665	0.00941	NA	1
sample_04666	0.007122	NA	1
sample_04667	0.01183	NA	1
sample_04668	0.256611	NA	2
sample_04669	0.215151	NA	2
sample_04670	0.20938	NA	2
sample_04671	0.010206	NA	1
sample_04672	0.201369	NA	2
sample_04673	0.008701	NA	1
sample_04674	0.009237	NA	1
sample_04675	0.010535	NA	1
sample_04676	0.011178	NA	1
sample_04677	0.293388	NA	2
sample_04678	0.305456	NA	2
sample_04679	0.011659	NA	1
sample_04680	0.010398	NA	1
sample_04681	0.011449	NA	1
sample_04682	0.221851	NA	2
sample_04683	0.231477	NA	2
sample_04684	0.249087	NA	2
sample_04685	0.264397	NA	2
sample_04686	0.011578	NA	1
sample_04687	0.011824	NA	1
sample_04688	0.257039	NA	2
sample_04689	0.232553	NA	2
sample_04690	0.011219	NA	1
sample_04691	0.264053	NA	2
sample_04692	0.011093	NA	1
sample_04693	0.009274	NA	1
sample_04694	0.009427	NA	1
sample_04695	0.119705	NA	2
sample_04696	0.236965	NA	2
sample_04697	0.008263	NA	1
sample_04698	0.011035	NA	1
sample_04699	0.272937	NA	2
sample_04700	0.200108	NA	2
sample_04701	0.010805	NA	1
sample_04702	0.008588	NA	1
sample_04703	0.009911	NA	1
sample_04704	0.18726	NA	2
sample_04705	0.011857	NA	1
sample_04706	0.299479	NA	2
sample_04707	0.010594	NA	1
sample_04708	0.008433	NA	1
sample_04709	0.245693	NA	2
sample_04710	0.263608	NA	2
sample_04711	0.246181	NA	2
sample_04712	0.010035	NA	1
sample_04713	0.008305	NA	1
sample_04714	0.012464	NA	1
sample_04715	0.012576	NA	1
sample_04716	0.010554	NA	1
sample_04717	0.009641	NA	1
sample_04718	0.007825	NA	1
sample_04719	0.241242	NA	2
sample_04720	0.288077	NA	2
sample_04721	0.009866	NA	1
sample_04722	0.272849	NA	2
sample_04723	0.010368	NA	1
sample_04724	0.011262	NA	1
sample_04725	0.010474	NA	1
sample_04726	0.234973	NA	2
sample_04727	0.241507	NA	2
sample_04728	0.263006	NA	2
sample_04729	0.011495	NA	1
sample_04730	0.101307	NA	2
sample_04731	0.009947	NA	1
sample_04732	0.11896	NA	1
sample_04733	0.260195	NA	2
sample_04734	0.176316	NA	2
sample_04735	0.287085	NA	2
sample_04736	0.008698	NA	1
sample_04737	0.011363	NA	1
sample_04738	0.263242	NA	2
sample_04739	0.008296	NA	1
sample_04740	0.010235	NA	1
sample_04741	0.007734	NA	1
sample_04742	0.284961	NA	2
sample_04743	0.194639	NA	2
sample_04744	0.117797	NA	2
sample_04745	0.009287	NA	1
sample_04746	0.237116	NA	2
sample_04747	0.320918	NA	2
sample_04748	0.011145	NA	1
sample_04749	0.010093	NA	1
sample_04750	0.241479	NA	2
sample_04751	0.013153	NA	1
sample_04752	0.221289	NA	2
sample_04753	0.260681	NA	2
sample_04754	0.254482	NA	2
sample_04755	0.010266	NA	1
sample_04756	0.009869	NA	1
sample_04757	0.011379	NA	1
sample_04758	0.007645	NA	1
sample_04759	0.244827	NA	2
sample_04760	0.011467	NA	1
sample_04761	0.011656	NA	1
sample_04762	0.010595	NA	1
sample_04763	0.26625	NA	2
sample_04764	0.009241	NA	1
sample_04765	0.247317	NA	2
sample_04766	0.010634	NA	1
sample_04767	0.219164	NA	2
sample_04768	0.00884	NA	1
sample_04769	0.255688	NA	2
sample_04770	0.009701	NA	1
sample_04771	0.268168	NA	2
sample_04772	0.223739	NA	2
sample_04773	0.288259	NA	2
sample_04774	0.283262	NA	2
sample_04775	0.211168	NA	2
sample_04776	0.252047	NA	2
sample_04777	0.116537	NA	2
sample_04778	0.290021	NA	2
sample_04779	0.01185	NA	1
sample_04780	0.011408	NA	1
sample_04781	0.270589	NA	2
sample_04782	0.009386	NA	1
sample_04783	0.010764	NA	1
sample_04784	0.009351	NA	1
sample_04785	0.120408	NA	2
sample_04786	0.009842	NA	1
sample_04787	0.545875	NA	2
sample_04788	0.009082	NA	1
sample_04789	0.277981	NA	2
sample_04790	0.16182	NA	2
sample_04791	0.011287	NA	1
sample_04792	0.008318	NA	1
sample_04793	0.20043	NA	2
sample_04794	0.01239	NA	1
sample_04795	0.240503	NA	2
sample_04796	0.008133	NA	1
sample_04797	0.255737	NA	2
sample_04798	0.278969	NA	2
sample_04799	0.008442	NA	1
sample_04800	0.096559	NA	1
sample_04801	0.237236	NA	2
sample_04802	0.008091	NA	1
sample_04803	0.248619	NA	2
sample_04804	0.214733	NA	2
sample_04805	0.010212	NA	1
sample_04806	0.255375	NA	2
sample_04807	0.250165	NA	2
sample_04808	0.011634	NA	1
sample_04809	0.009066	NA	1
sample_04810	0.007859	NA	1
sample_04811	0.008474	NA	1
sample_04812	0.298348	NA	2
sample_04813	0.010788	NA	1
sample_04814	0.277661	NA	2
sample_04815	0.27761	NA	2
sample_04816	0.013178	NA	1
sample_04817	0.256451	NA	2
sample_04818	0.48453	NA	2
sample_04819	0.007947	NA	1
sample_04820	0.246024	NA	2
sample_04821	0.010223	NA	1
sample_04822	0.241117	NA	2
sample_04823	0.010689	NA	1
sample_04824	0.010232	NA	1
sample_04825	0.012158	NA	1
sample_04826	0.131026	NA	2
sample_04827	0.302657	NA	2
sample_04828	0.202901	NA	2
sample_04829	0.253355	NA	2
sample_04830	0.233063	NA	2
sample_04831	0.008963	NA	1
sample_04832	0.204606	NA	2
sample_04833	0.008739	NA	1
sample_04834	0.011523	NA	1
sample_04835	0.01122	NA	1
sample_04836	0.009844	NA	1
sample_04837	0.230316	NA	2
sample_04838	0.010731	NA	1
sample_04839	0.010642	NA	1
sample_04840	0.21937	NA	2
sample_04841	0.256697	NA	2
sample_04842	0.010295	NA	1
sample_04843	0.227747	NA	2
sample_04844	0.13959	NA	1
sample_04845	0.009712	NA	1
sample_04846	0.249728	NA	2
sample_04847	0.232685	NA	2
sample_04848	0.27653	NA	2
sample_04849	0.283073	NA	2
sample_04850	0.011626	NA	1
sample_04851	0.219636	NA	2
sample_04852	0.233207	NA	2
sample_04853	0.010452	NA	1
sample_04854	0.012326	NA	1
sample_04855	0.011685	NA	1
sample_04856	0.009918	NA	1
sample_04857	0.009557	NA	1
sample_04858	0.010579	NA	1
sample_04859	0.200657	NA	2
sample_04860	0.293643	NA	2
sample_04861	0.010667	NA	1
sample_04862	0.25856	NA	2
sample_04863	0.116243	NA	2
sample_04864	0.009494	NA	1
sample_04865	0.227793	NA	2
sample_04866	0.233943	NA	2
sample_04867	0.299714	NA	2
sample_04868	0.008566	NA	1
sample_04869	0.236973	NA	2
sample_04870	0.292492	NA	2
sample_04871	0.257777	NA	2
sample_04872	0.248882	NA	2
sample_04873	0.216686	NA	2
sample_04874	0.009661	NA	1
sample_04875	0.333453	NA	2
sample_04876	0.181516	NA	2
sample_04877	0.247221	NA	2
sample_04878	0.010636	NA	1
sample_04879	0.247252	NA	2
sample_04880	0.222767	NA	2
sample_04881	0.251014	NA	2
sample_04882	0.011	NA	1
sample_04883	0.313178	NA	2
sample_04884	0.24132	NA	2
sample_04885	0.008398	NA	1
sample_04886	0.01091	NA	1
sample_04887	0.230077	NA	2
sample_04888	0.013272	NA	1
sample_04889	0.236978	NA	2
sample_04890	0.233298	NA	2
sample_04891	0.012113	NA	1
sample_04892	0.008862	NA	1
sample_04893	0.287408	NA	2
sample_04894	0.283577	NA	2
sample_04895	0.014147	NA	1
sample_04896	0.222719	NA	2
sample_04897	0.010127	NA	1
sample_04898	0.21318	NA	2
sample_04899	0.257875	NA	2
sample_04900	0.011058	NA	1
sample_04901	0.008082	NA	1
sample_04902	0.0134	NA	1
sample_04903	0.253699	NA	2
sample_04904	0.259313	NA	2
sample_04905	0.272426	NA	2
sample_04906	0.275139	NA	2
sample_04907	0.011189	NA	1
sample_04908	0.009919	NA	1
sample_04909	0.010723	NA	1
sample_04910	0.008987	NA	1
sample_04911	0.00843	NA	1
sample_04912	0.482237	NA	2
sample_04913	0.251325	NA	2
sample_04914	0.010617	NA	1
sample_04915	0.009145	NA	1
sample_04916	0.279703	NA	2
sample_04917	0.010009	NA	1
sample_04918	0.008724	NA	1
sample_04919	0.230048	NA	2
sample_04920	0.009496	NA	1
sample_04921	0.243364	NA	2
sample_04922	0.29649	NA	2
sample_04923	0.231218	NA	2
sample_04924	0.129191	NA	2
sample_04925	0.009807	NA	1
sample_04926	0.239536	NA	2
sample_04927	0.237296	NA	2
sample_04928	0.010278	NA	1
sample_04929	0.210527	NA	2
sample_04930	0.230036	NA	2
sample_04931	0.231085	NA	2
sample_04932	0.010534	NA	1
sample_04933	0.215453	NA	2
sample_04934	0.010345	NA	1
sample_04935	0.010932	NA	1
sample_04936	0.011202	NA	1
sample_04937	0.245295	NA	2
sample_04938	0.272326	NA	2
sample_04939	0.241806	NA	2
sample_04940	0.284776	NA	2
sample_04941	0.011622	NA	1
sample_04942	0.006248	NA	1
sample_04943	0.276548	NA	2
sample_04944	0.011757	NA	1
sample_04945	0.249249	NA	2
sample_04946	0.01025	NA	1
sample_04947	0.010572	NA	1
sample_04948	0.010122	NA	1
sample_04949	0.008116	NA	1
sample_04950	0.009092	NA	1
sample_04951	0.010188	NA	1
sample_04952	0.01311	NA	1
sample_04953	0.147895	NA	2
sample_04954	0.23468	NA	2
sample_04955	0.012317	NA	1
sample_04956	0.00938	NA	1
sample_04957	0.214101	NA	2
sample_04958	0.168232	NA	2
sample_04959	0.279637	NA	2
sample_04960	0.259962	NA	2
sample_04961	0.0088	NA	1
sample_04962	0.012144	NA	1
sample_04963	0.01042	NA	1
sample_04964	0.009333	NA	1
sample_04965	0.011202	NA	1
sample_04966	0.009894	NA	1
sample_04967	0.124573	NA	1
sample_04968	0.189115	NA	2
sample_04969	0.011609	NA	1
sample_04970	0.007635	NA	1
sample_04971	0.249668	NA	2
sample_04972	0.012701	NA	1
sample_04973	0.28408	NA	2
sample_04974	0.011088	NA	1
sample_04975	0.012034	NA	1
sample_04976	0.238155	NA	2
sample_04977	0.275874	NA	2
sample_04978	0.281732	NA	2
sample_04979	0.237661	NA	2
sample_04980	0.215286	NA	2
sample_04981	0.010607	NA	1
sample_04982	0.009959	NA	1
sample_04983	0.288828	NA	2
sample_04984	0.010163	NA	1
sample_04985	0.237355	NA	2
sample_04986	0.2473	NA	2
sample_04987	0.011157	NA	1
sample_04988	0.009113	NA	1
sample_04989	0.009084	NA	1
sample_04990	0.287315	NA	2
sample_04991	0.199321	NA	2
sample_04992	0.008368	NA	1
sample_04993	0.240498	NA	2
sample_04994	0.213779	NA	2
sample_04995	0.309678	NA	2
sample_04996	0.282061	NA	2
sample_04997	0.258738	NA	2
sample_04998	0.290986	NA	2
sample_04999	0.272031	NA	2
sample_05000	0.309155	NA	2
sample_05001	0.009143	NA	1
sample_05002	0.012025	NA	1
sample_05003	0.290481	NA	2
sample_05004	0.308274	NA	2
sample_05005	0.114927	NA	2
sample_05006	0.010067	NA	1
sample_05007	0.224118	NA	2
sample_05008	0.010555	NA	1
sample_05009	0.008401	NA	1
sample_05010	0.011038	NA	1
sample_05011	0.007877	NA	1
sample_05012	0.009875	NA	1
sample_05013	0.012543	NA	1
sample_05014	0.248093	NA	2
sample_05015	0.010351	NA	1
sample_05016	0.01127	NA	1
sample_05017	0.006673	NA	1
sample_05018	0.260514	NA	2
sample_05019	0.010819	NA	1
sample_05020	0.140981	NA	1
sample_05021	0.251247	NA	2
sample_05022	0.009706	NA	1
sample_05023	0.010901	NA	1
sample_05024	0.00973	NA	1
sample_05025	0.232393	NA	2
sample_05026	0.011811	NA	1
sample_05027	0.22479	NA	2
sample_05028	0.114031	NA	1
sample_05029	0.010722	NA	1
sample_05030	0.127454	NA	1
sample_05031	0.192767	NA	2
sample_05032	0.008402	NA	1
sample_05033	0.250532	NA	2
sample_05034	0.011214	NA	1
sample_05035	0.007385	NA	1
sample_05036	0.011064	NA	1
sample_05037	0.242701	NA	2
sample_05038	0.008554	NA	1
sample_05039	0.166248	NA	2
sample_05040	0.247585	NA	2
sample_05041	0.009498	NA	1
sample_05042	0.250149	NA	2
sample_05043	0.009515	NA	1
sample_05044	0.008016	NA	1
sample_05045	0.236221	NA	2
sample_05046	0.012011	NA	1
sample_05047	0.265369	NA	2
sample_05048	0.010725	NA	1
sample_05049	0.007658	NA	1
sample_05050	0.009577	NA	1
sample_05051	0.008166	NA	1
sample_05052	0.265588	NA	2
sample_05053	0.269847	NA	2
sample_05054	0.010303	NA	1
sample_05055	0.127018	NA	1
sample_05056	0.250533	NA	2
sample_05057	0.229034	NA	2
sample_05058	0.007691	NA	1
sample_05059	0.27673	NA	2
sample_05060	0.012392	NA	1
sample_05061	0.28982	NA	2
sample_05062	0.244051	NA	2
sample_05063	0.206344	NA	2
sample_05064	0.280215	NA	2
sample_05065	0.009798	NA	1
sample_05066	0.308761	NA	2
sample_05067	0.010461	NA	1
sample_05068	0.246211	NA	2
sample_05069	0.272602	NA	2
sample_05070	0.317947	NA	2
sample_05071	0.245724	NA	2
sample_05072	0.008521	NA	1
sample_05073	0.267065	NA	2
sample_05074	0.300263	NA	2
sample_05075	0.274531	NA	2
sample_05076	0.009857	NA	1
sample_05077	0.274889	NA	2
sample_05078	0.008359	NA	1
sample_05079	0.203618	NA	2
sample_05080	0.010403	NA	1
sample_05081	0.211139	NA	2
sample_05082	0.266789	NA	2
sample_05083	0.00995	NA	1
sample_05084	0.010433	NA	1
sample_05085	0.253651	NA	2
sample_05086	0.011859	NA	1
sample_05087	0.006496	NA	1
sample_05088	0.010758	NA	1
sample_05089	0.00806	NA	1
sample_05090	0.009229	NA	1
sample_05091	0.009556	NA	1
sample_05092	0.008333	NA	1
sample_05093	0.011641	NA	1
sample_05094	0.255142	NA	2
sample_05095	0.008949	NA	1
sample_05096	0.0104	NA	1
sample_05097	0.009559	NA	1
sample_05098	0.010171	NA	1
sample_05099	0.008114	NA	1
sample_05100	0.012685	NA	1
sample_05101	0.273776	NA	2
sample_05102	0.292092	NA	2
sample_05103	0.007717	NA	1
sample_05104	0.23209	NA	2
sample_05105	0.233828	NA	2
sample_05106	0.011031	NA	1
sample_05107	0.236029	NA	2
sample_05108	0.299667	NA	2
sample_05109	0.01032	NA	1
sample_05110	0.009321	NA	1
sample_05111	0.212218	NA	2
sample_05112	0.010296	NA	1
sample_05113	0.011101	NA	1
sample_05114	0.10375	NA	2
sample_05115	0.012262	NA	1
sample_05116	0.010628	NA	1
sample_05117	0.200058	NA	2
sample_05118	0.310253	NA	2
sample_05119	0.009843	NA	1
sample_05120	0.009651	NA	1
sample_05121	0.268031	NA	2
sample_05122	0.008593	NA	1
sample_05123	0.008472	NA	1
sample_05124	0.010077	NA	1
sample_05125	0.010474	NA	1
sample_05126	0.011683	NA	1
sample_05127	0.010908	NA	1
sample_05128	0.01116	NA	1
sample_05129	0.009631	NA	1
sample_05130	0.107054	NA	2
sample_05131	0.272051	NA	2
sample_05132	0.009619	NA	1
sample_05133	0.008063	NA	1
sample_05134	0.118854	NA	1
sample_05135	0.233408	NA	2
sample_05136	0.010838	NA	1
sample_05137	0.009725	NA	1
sample_05138	0.2017	NA	2
sample_05139	0.236389	NA	2
sample_05140	0.270112	NA	2
sample_05141	0.269725	NA	2
sample_05142	0.00715	NA	1
sample_05143	0.012619	NA	1
sample_05144	0.011843	NA	1
sample_05145	0.009649	NA	1
sample_05146	0.012368	NA	1
sample_05147	0.009297	NA	1
sample_05148	0.009791	NA	1
sample_05149	0.245259	NA	2
sample_05150	0.011157	NA	1
sample_05151	0.282917	NA	2
sample_05152	0.009202	NA	1
sample_05153	0.532289	NA	2
sample_05154	0.226225	NA	2
sample_05155	0.009362	NA	1
sample_05156	0.23681	NA	2
sample_05157	0.235727	NA	2
sample_05158	0.198843	NA	2
sample_05159	0.011536	NA	1
sample_05160	0.010953	NA	1
sample_05161	0.009955	NA	1
sample_05162	0.010583	NA	1
sample_05163	0.211394	NA	2
sample_05164	0.010707	NA	1
sample_05165	0.222129	NA	2
sample_05166	0.011134	NA	1
sample_05167	0.251335	NA	2
sample_05168	0.204168	NA	2
sample_05169	0.008998	NA	1
sample_05170	0.223195	NA	2
sample_05171	0.012055	NA	1
sample_05172	0.010907	NA	1
sample_05173	0.008359	NA	1
sample_05174	0.010009	NA	1
sample_05175	0.218417	NA	2
sample_05176	0.286528	NA	2
sample_05177	0.008803	NA	1
sample_05178	0.012059	NA	1
sample_05179	0.011728	NA	1
sample_05180	0.012443	NA	1
sample_05181	0.010456	NA	1
sample_05182	0.245578	NA	2
sample_05183	0.121101	NA	2
sample_05184	0.23739	NA	2
sample_05185	0.2338	NA	2
sample_05186	0.28465	NA	2
sample_05187	0.010802	NA	1
sample_05188	0.263346	NA	2
sample_05189	0.277174	NA	2
sample_05190	0.286267	NA	2
sample_05191	0.301653	NA	2
sample_05192	0.125307	NA	1
sample_05193	0.011549	NA	1
sample_05194	0.227405	NA	2
sample_05195	0.008373	NA	1
sample_05196	0.009713	NA	1
sample_05197	0.257517	NA	2
sample_05198	0.236947	NA	2
sample_05199	0.010627	NA	1
sample_05200	0.224111	NA	2
sample_05201	0.257237	NA	2
sample_05202	0.008885	NA	1
sample_05203	0.233065	NA	2
sample_05204	0.012236	NA	1
sample_05205	0.009592	NA	1
sample_05206	0.013122	NA	1
sample_05207	0.236566	NA	2
sample_05208	0.280237	NA	2
sample_05209	0.232376	NA	2
sample_05210	0.005383	NA	1
sample_05211	0.259285	NA	2
sample_05212	0.012046	NA	1
sample_05213	0.01258	NA	1
sample_05214	0.129064	NA	2
sample_05215	0.009366	NA	1
sample_05216	0.248817	NA	2
sample_05217	0.011953	NA	1
sample_05218	0.007999	NA	1
sample_05219	0.009581	NA	1
sample_05220	0.219659	NA	2
sample_05221	0.27227	NA	2
sample_05222	0.242519	NA	2
sample_05223	0.009995	NA	1
sample_05224	0.118708	NA	2
sample_05225	0.310498	NA	2
sample_05226	0.00873	NA	1
sample_05227	0.010355	NA	1
sample_05228	0.007295	NA	1
sample_05229	0.009033	NA	1
sample_05230	0.01	NA	1
sample_05231	0.256035	NA	2
sample_05232	0.010664	NA	1
sample_05233	0.313822	NA	2
sample_05234	0.009817	NA	1
sample_05235	0.010755	NA	1
sample_05236	0.010293	NA	1
sample_05237	0.303339	NA	2
sample_05238	0.009631	NA	1
sample_05239	0.010022	NA	1
sample_05240	0.009847	NA	1
sample_05241	0.008259	NA	1
sample_05242	0.01083	NA	1
sample_05243	0.009599	NA	1
sample_05244	0.275294	NA	2
sample_05245	0.275895	NA	2
sample_05246	0.009674	NA	1
sample_05247	0.010474	NA	1
sample_05248	0.010423	NA	1
sample_05249	0.241088	NA	2
sample_05250	0.008284	NA	1
sample_05251	0.263839	NA	2
sample_05252	0.337044	NA	2
sample_05253	0.256731	NA	2
sample_05254	0.012027	NA	1
sample_05255	0.225307	NA	2
sample_05256	0.286632	NA	2
sample_05257	0.009226	NA	1
sample_05258	0.009251	NA	1
sample_05259	0.248693	NA	2
sample_05260	0.53772	NA	2
sample_05261	0.219018	NA	2
sample_05262	0.01224	NA	1
sample_05263	0.24808	NA	2
sample_05264	0.291284	NA	2
sample_05265	0.260341	NA	2
sample_05266	0.007046	NA	1
sample_05267	0.256448	NA	2
sample_05268	0.170441	NA	2
sample_05269	0.216209	NA	2
sample_05270	0.297294	NA	2
sample_05271	0.009584	NA	1
sample_05272	0.29186	NA	2
sample_05273	0.275287	NA	2
sample_05274	0.258613	NA	2
sample_05275	0.269918	NA	2
sample_05276	0.009489	NA	1
sample_05277	0.232857	NA	2
sample_05278	0.273227	NA	2
sample_05279	0.009631	NA	1
sample_05280	0.00831	NA	1
sample_05281	0.009364	NA	1
sample_05282	0.010486	NA	1
sample_05283	0.010724	NA	1
sample_05284	0.109718	NA	2
sample_05285	0.271564	NA	2
sample_05286	0.011932	NA	1
sample_05287	0.008551	NA	1
sample_05288	0.009848	NA	1
sample_05289	0.254478	NA	2
sample_05290	0.261691	NA	2
sample_05291	0.249653	NA	2
sample_05292	0.009625	NA	1
sample_05293	0.010338	NA	1
sample_05294	0.009983	NA	1
sample_05295	0.207888	NA	2
sample_05296	0.298879	NA	2
sample_05297	0.207223	NA	2
sample_05298	0.009532	NA	1
sample_05299	0.233039	NA	2
sample_05300	0.267944	NA	2
sample_05301	0.263809	NA	2
sample_05302	0.300246	NA	2
sample_05303	0.010748	NA	1
sample_05304	0.011196	NA	1
sample_05305	0.011217	NA	1
sample_05306	0.240173	NA	2
sample_05307	0.29514	NA	2
sample_05308	0.008228	NA	1
sample_05309	0.315356	NA	2
sample_05310	0.263711	NA	2
sample_05311	0.008991	NA	1
sample_05312	0.00865	NA	1
sample_05313	0.236728	NA	2
sample_05314	0.238458	NA	2
sample_05315	0.011701	NA	1
sample_05316	0.249256	NA	2
sample_05317	0.176047	NA	2
sample_05318	0.249604	NA	2
sample_05319	0.011751	NA	1
sample_05320	0.01131	NA	1
sample_05321	0.01137	NA	1
sample_05322	0.012557	NA	1
sample_05323	0.010098	NA	1
sample_05324	0.009461	NA	1
sample_05325	0.010147	NA	1
sample_05326	0.295448	NA	2
sample_05327	0.258557	NA	2
sample_05328	0.009358	NA	1
sample_05329	0.009217	NA	1
sample_05330	0.313945	NA	2
sample_05331	0.253693	NA	2
sample_05332	0.011323	NA	1
sample_05333	0.009418	NA	1
sample_05334	0.011235	NA	1
sample_05335	0.120893	NA	1
sample_05336	0.271607	NA	2
sample_05337	0.008127	NA	1
sample_05338	0.246985	NA	2
sample_05339	0.008919	NA	1
sample_05340	0.317127	NA	2
sample_05341	0.009915	NA	1
sample_05342	0.010853	NA	1
sample_05343	0.012267	NA	1
sample_05344	0.011044	NA	1
sample_05345	0.230522	NA	2
sample_05346	0.334212	NA	2
sample_05347	0.324761	NA	2
sample_05348	0.30269	NA	2
sample_05349	0.012079	NA	1
sample_05350	0.010458	NA	1
sample_05351	0.258079	NA	2
sample_05352	0.008186	NA	1
sample_05353	0.228741	NA	2
sample_05354	0.011907	NA	1
sample_05355	0.009869	NA	1
sample_05356	0.011079	NA	1
sample_05357	0.245746	NA	2
sample_05358	0.010577	NA	1
sample_05359	0.241834	NA	2
sample_05360	0.257517	NA	2
sample_05361	0.009942	NA	1
sample_05362	0.011855	NA	1
sample_05363	0.231561	NA	2
sample_05364	0.007442	NA	1
sample_05365	0.008437	NA	1
sample_05366	0.221997	NA	2
sample_05367	0.274529	NA	2
sample_05368	0.009792	NA	1
sample_05369	0.134445	NA	1
sample_05370	0.245624	NA	2
sample_05371	0.1248	NA	2
sample_05372	0.011771	NA	1
sample_05373	0.207225	NA	2
sample_05374	0.010561	NA	1
sample_05375	0.238847	NA	2
sample_05376	0.112164	NA	1
sample_05377	0.326198	NA	2
sample_05378	0.242794	NA	2
sample_05379	0.009452	NA	1
sample_05380	0.010565	NA	1
sample_05381	0.009302	NA	1
sample_05382	0.501758	NA	2
sample_05383	0.007174	NA	1
sample_05384	0.011966	NA	1
sample_05385	0.241997	NA	2
sample_05386	0.258044	NA	2
sample_05387	0.258147	NA	2
sample_05388	0.00993	NA	1
sample_05389	0.011837	NA	1
sample_05390	0.121786	NA	2
sample_05391	0.239449	NA	2
sample_05392	0.195792	NA	2
sample_05393	0.011199	NA	1
sample_05394	0.188586	NA	2
sample_05395	0.009942	NA	1
sample_05396	0.010439	NA	1
sample_05397	0.009114	NA	1
sample_05398	0.221757	NA	2
sample_05399	0.012292	NA	1
sample_05400	0.310541	NA	2
sample_05401	0.258605	NA	2
sample_05402	0.243445	NA	2
sample_05403	0.22182	NA	2
sample_05404	0.226162	NA	2
sample_05405	0.009625	NA	1
sample_05406	0.2559	NA	2
sample_05407	0.249629	NA	2
sample_05408	0.010784	NA	1
sample_05409	0.01178	NA	1
sample_05410	0.009412	NA	1
sample_05411	0.010334	NA	1
sample_05412	0.26361	NA	2
sample_05413	0.214987	NA	2
sample_05414	0.010554	NA	1
sample_05415	0.009237	NA	1
sample_05416	0.12576	NA	2
sample_05417	0.010575	NA	1
sample_05418	0.010446	NA	1
sample_05419	0.211328	NA	2
sample_05420	0.281645	NA	2
sample_05421	0.009689	NA	1
sample_05422	0.010326	NA	1
sample_05423	0.009768	NA	1
sample_05424	0.009488	NA	1
sample_05425	0.221864	NA	2
sample_05426	0.01228	NA	1
sample_05427	0.257231	NA	2
sample_05428	0.011717	NA	1
sample_05429	0.008553	NA	1
sample_05430	0.309925	NA	2
sample_05431	0.30576	NA	2
sample_05432	0.011399	NA	1
sample_05433	0.013284	NA	1
sample_05434	0.218703	NA	2
sample_05435	0.009653	NA	1
sample_05436	0.0123	NA	1
sample_05437	0.010005	NA	1
sample_05438	0.247421	NA	2
sample_05439	0.250752	NA	2
sample_05440	0.009988	NA	1
sample_05441	0.008915	NA	1
sample_05442	0.011237	NA	1
sample_05443	0.009672	NA	1
sample_05444	0.215414	NA	2
sample_05445	0.22377	NA	2
sample_05446	0.010151	NA	1
sample_05447	0.007778	NA	1
sample_05448	0.009955	NA	1
sample_05449	0.011035	NA	1
sample_05450	0.227987	NA	2
sample_05451	0.279056	NA	2
sample_05452	0.237198	NA	2
sample_05453	0.008661	NA	1
sample_05454	0.226247	NA	2
sample_05455	0.008676	NA	1
sample_05456	0.252993	NA	2
sample_05457	0.327042	NA	2
sample_05458	0.008544	NA	1
sample_05459	0.008384	NA	1
sample_05460	0.011113	NA	1
sample_05461	0.250762	NA	2
sample_05462	0.179522	NA	2
sample_05463	0.268146	NA	2
sample_05464	0.250268	NA	2
sample_05465	0.00883	NA	1
sample_05466	0.010118	NA	1
sample_05467	0.011007	NA	1
sample_05468	0.271788	NA	2
sample_05469	0.008293	NA	1
sample_05470	0.19892	NA	2
sample_05471	0.482639	NA	2
sample_05472	0.212104	NA	2
sample_05473	0.006024	NA	1
sample_05474	0.010813	NA	1
sample_05475	0.270899	NA	2
sample_05476	0.286069	NA	2
sample_05477	0.246388	NA	2
sample_05478	0.265917	NA	2
